LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,summit_agreement,k4cluster,k11cluster,k4weights,k11weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest
0.868755,1.043069,3.111032,3.169925,3.321928,3.386058,0,0,1,15.5,2,8,0.550,1.000,0.956,3.140,3.354,-1.151,0.495,0.656,ELT2peak02782,Larval,1.7614519528655832,ELT2peak02782,WBGene00008548,11612257,11614391,+,overlapEnd,1399,221,Overlapping
0.821854,0.589067,2.226509,1.847997,1.562936,1.769387,0,0,1,5,2,7,0.986,1.000,0.705,2.037,1.666,-1.112,0.826,0.286,ELT2peak02783,Larval,0.47238776263824983,ELT2peak02783,WBGene00008549,11614636,11633609,-,inside,6176,2968,Overlapping
1.693698,1.91951,3.952333,4.169925,5.386059,6.288761,1,1,1,38.5,4,10,0.998,1.000,1.807,4.061,5.837,-1.037,0.079,0.958,ELT2peak02784,Increasing,4.080909029370334,ELT2peak02784,WBGene00008549,11614636,11633609,-,inside,4257,4535,Overlapping
0.283793,0.146549,2.333424,2.111031,2.769387,2.669852,0,0,1,142.5,4,8,0.637,1.000,0.215,2.222,2.720,-1.134,0.380,0.755,ELT2peak02785,Increasing,1.7579894808347503,ELT2peak02785,WBGene00008549,11614636,11633609,-,inside,-1995,7006,Overlapping
0.970854,1.662965,2.38405,2.526069,2.184424,2.599462,0,0,1,12,2,7,0.842,1.000,1.317,2.455,2.392,-1.153,0.626,0.527,ELT2peak02786,Larval,0.40917769019908334,ELT2peak02786,WBGene00008549,11614636,11633609,-,inside,-9013,65,Overlapping
1.882906,1.787006,4.773996,5.111032,4.991779,5.643856,1,1,1,272.5555555553486,2,8,0.504,1.000,1.835,4.943,5.318,-1.149,0.476,0.673,ELT2peak02790,Larval,3.6546822781097505,ELT2peak02790,WBGene00013923,11646747,11649139,+,overlapStart,-1177,622,Overlapping
0.485427,0.227411,2.918386,2.883621,2.447459,3.110424,0,0,1,35,2,7,0.830,1.000,0.356,2.901,2.779,-1.154,0.619,0.534,ELT2peak02791,Larval,2.059737445415083,ELT2peak02791,WBGene00013923,11646747,11649139,+,inside,93,762,Overlapping
1.070389,1.078002,2.43296,2.480265,2.90689,3.534922,0,0,1,86,4,10,0.941,1.000,1.074,2.457,3.221,-1.081,0.189,0.892,ELT2peak02792,Increasing,1.1839312144735836,ELT2peak02792,WBGene00013925,11649096,11651213,-,overlapEnd,687,51,Overlapping
0.807355,0.268196,2.918386,2.773996,3.720478,3.769387,0,0,1,1.5,4,8,0.820,1.000,0.538,2.846,3.745,-1.111,0.284,0.827,ELT2peak02793,Increasing,2.7370624045185834,ELT2peak02793,WBGene00013925,11649096,11651213,-,overlapStart,-1097,323,Overlapping
1.559427,1.559427,1.333424,1.526069,2.991779,4.091315,0,0,1,13,3,9,0.994,1.000,1.559,1.430,3.542,-0.522,-0.631,1.153,ELT2peak02794,L3_High,1.4008863463800836,ELT2peak02794,WBGene00004468,11653096,11654194,+,overlapStart,-695,103,Overlapping
1.866249,1.869603,2.9855,2.695994,3.793234,3.991779,0,0,1,14.5,4,10,0.962,1.000,1.868,2.841,3.893,-0.987,-0.026,1.013,ELT2peak02795,Increasing,1.0252508241435834,ELT2peak02795,WBGene00007028,11661583,11675927,-,overlapStart,-7487,27,Overlapping
1.616671,1.45568,2.526069,2.918386,3.032422,3.562936,1,0,1,8,4,10,0.901,1.000,1.536,2.722,3.298,-1.094,0.227,0.867,ELT2peak02796,Increasing,0.8067930593447499,ELT2peak02796,WBGene00006617,11691326,11695657,-,inside,-1308,467,Overlapping
5.058894,5.058894,1.111031,1.111031,2.769387,3.617384,0,0,1,13,1,3,0.687,1.000,5.059,1.111,3.193,0.981,-1.018,0.037,ELT2peak02797,Embryo_Specific,3.9003240823352487,ELT2peak02797,WBGene00006617,11691326,11695657,-,overlapStart,-2296,118,Overlapping
1.102098,0.653197,2.226508,2.333424,3.321928,3.220048,0,0,1,5,4,10,0.990,1.000,0.878,2.280,3.271,-1.052,0.114,0.938,ELT2peak02798,Increasing,1.4461167548110834,ELT2peak02798,WBGene00012149,11705989,11713610,+,overlapStart,-3820,233,Overlapping
1.731406,1.802061,3.570463,3.43296,5.184424,5.548997,0,1,1,42.25,4,10,0.963,1.000,1.767,3.502,5.367,-0.988,-0.024,1.012,ELT2peak02799,Increasing,3.2413673885023333,ELT2peak02799,WBGene00000114,11728949,11731226,+,overlapStart,-1314,205,Overlapping
2.372635,2.258312,3.307428,3.280956,5.091315,4.971021,1,0,1,12.75,4,11,0.718,1.000,2.315,3.294,5.031,-0.895,-0.184,1.079,ELT2peak02800,Increasing,1.8916620240247501,ELT2peak02800,WBGene00008742,11731165,11732594,-,inside,128,212,Overlapping
2.392318,2.199309,3.584962,3.541019,5.78136,6.370291,1,1,1,32.333333333333336,4,11,0.642,1.000,2.296,3.563,6.076,-0.874,-0.216,1.090,ELT2peak02802,Increasing,3.7014280011163345,ELT2peak02802,WBGene00008741,11739456,11742876,+,overlapStart,-1702,362,Overlapping
0.881355,1.13493,0.9855,1.526069,3.971021,3.928586,0,0,1,22,3,9,0.938,1.000,1.008,1.256,3.950,-0.652,-0.500,1.151,ELT2peak02803,L3_High,2.6620723952409997,ELT2peak02803,WBGene00008741,11739456,11742876,+,inside,-810,540,Overlapping
1.222392,1.521953,2.111031,2.695994,3.254814,3.617384,0,0,1,35,4,10,0.979,1.000,1.372,2.404,3.436,-1.000,-0.000,1.000,ELT2peak02804,Increasing,1.06494827883075,ELT2peak02804,WBGene00001679,11742814,11748603,-,overlapEnd,2814,529,Overlapping
1.18175,1.192645,1.847997,1.847997,2.769387,2.321928,0,0,1,58.5,4,10,0.968,1.000,1.187,1.848,2.546,-0.991,-0.018,1.009,ELT2peak02805,Increasing,0.46146662067675,ELT2peak02805,WBGene00001679,11742814,11748603,-,inside,681,1573,Overlapping
1.18175,1.293047,3.111032,2.773996,3.321928,2.991779,1,0,1,98,2,8,0.494,1.000,1.237,2.943,3.157,-1.149,0.472,0.676,ELT2peak02806,Larval,1.1062779644375835,ELT2peak02806,WBGene00001679,11742814,11748603,-,inside,-1468,990,Overlapping
5.058894,2.335603,4.017922,4.111032,5.202346,5.30544,0,1,1,24,3,11,0.613,1.000,3.697,4.064,5.254,-0.788,-0.337,1.125,ELT2peak02808,L3_High,0.6621182152747499,ELT2peak02808,WBGene00009692,11759640,11761853,+,overlapStart,-1310,27,Overlapping
1.651236,1.453512,2.613532,2.655352,2.147899,3.35435,0,0,1,9.5,2,8,0.530,1.000,1.552,2.634,2.751,-1.150,0.487,0.663,ELT2peak02809,Larval,0.43691478728008337,ELT2peak02809,WBGene00001016,11778435,11782231,+,overlapStart,-2101,43,Overlapping
2.645604,3,4.280956,4.526069,5.7017,6.197886,1,1,1,11.777777777984738,4,10,0.984,1.000,2.823,4.404,5.950,-1.004,0.007,0.996,ELT2peak02810,Increasing,2.444616963928582,ELT2peak02810,WBGene00009657,11790759,11797322,+,overlapEnd,3424,242,Overlapping
3.002611,2.799701,0.695994,1.226508,2.184425,2.321928,1,0,0,57,1,3,0.585,1.000,2.901,0.961,2.253,0.873,-1.091,0.217,ELT2peak02811,Embryo_Specific,0.9753633898325837,ELT2peak02811,WBGene00219378,11802751,11803978,+,overlapStart,-666,328,Overlapping
1.118056,0.830075,1.333424,0.959028,3.769387,4.884864,0,0,1,9,3,9,0.967,1.000,0.974,1.146,4.327,-0.622,-0.531,1.153,ELT2peak02812,L3_High,3.5651287050767504,ELT2peak02812,WBGene00009660,11812294,11814113,-,overlapStart,-957,288,Overlapping
1.87092,1.810966,5.017922,4.918386,4.805011,4.895919,0,1,1,12.25,2,7,0.813,1.000,1.841,4.968,4.850,-1.154,0.610,0.544,ELT2peak02813,Larval,3.141753667954333,ELT2peak02813,WBGene00194848,11835634,11837523,+,inside,438,271,Overlapping
1.453718,1.485427,3.028569,2.641546,3.321928,3.873724,0,0,1,3,4,10,0.944,1.000,1.470,2.835,3.598,-1.080,0.186,0.894,ELT2peak02815,Increasing,1.1626380050132505,ELT2peak02815,WBGene00003789,11865523,11874702,-,overlapStart,-4772,52,Overlapping
1.347923,1.334867,2.43296,1.695994,0.862497,1.447459,1,0,0,100,2,2,0.464,1.000,1.341,2.064,1.155,-0.372,1.133,-0.760,ELT2peak02816,Larval,0.2307978846023334,ELT2peak02816,WBGene00010785,11875145,11880588,+,overlapEnd,3106,86,Overlapping
1.794971,2.258919,2.773996,2.111032,2.486987,2.892244,1,0,1,25.75,0,0,0.000,0.000,2.027,2.443,2.690,-1.073,0.168,0.906,ELT2peak02818,Not_Changing,0.11214815610558332,ELT2peak02818,WBGene00012222,11953239,11960743,+,inside,2513,851,Overlapping
3.899098,3.854459,2.82375,2.722466,2.417085,3.032422,1,0,1,51,1,3,0.921,1.000,3.877,2.773,2.725,1.154,-0.540,-0.614,ELT2peak02819,Embryo_Specific,0.4245980551442499,ELT2peak02819,WBGene00012219,11960989,11962128,-,overlapEnd,736,84,Overlapping
1.467505,0.967579,3.655352,3.526069,4.220048,4.94996,0,1,1,23,4,8,0.849,1.000,1.218,3.591,4.585,-1.106,0.266,0.840,ELT2peak02820,Increasing,2.9933914358297495,ELT2peak02820,WBGene00004271,11965339,11966931,-,overlapStart,-733,199,Overlapping
3.060642,2.984893,3.456806,3.754888,3.732861,4.597206,1,1,1,38.333333333333336,4,10,0.987,1.000,3.023,3.606,4.165,-1.007,0.014,0.993,ELT2peak02821,Increasing,0.3262404766430832,ELT2peak02821,WBGene00012221,11967048,11967533,-,overlapStart,-540,84,Overlapping
2.74964,2.454566,2.655352,3.049631,3.753267,4.321928,1,0,1,28.75,3,9,0.784,1.000,2.602,2.852,4.038,-0.733,-0.406,1.139,ELT2peak02822,L3_High,0.5879691819497505,ELT2peak02822,WBGene00012472,11975190,11977659,-,overlapEnd,1632,22,Overlapping
1.281286,1.540568,3.049631,2.918386,4.184424,4.254814,0,1,1,138.5,4,10,0.998,1.000,1.411,2.984,4.220,-1.038,0.080,0.958,ELT2peak02823,Increasing,1.981678244036083,ELT2peak02823,WBGene00012472,11975190,11977659,-,overlapStart,-724,533,Overlapping
2.33787,2.874469,3.090853,3.150559,4.097713,4.196397,1,1,1,83.94444444403052,4,11,0.638,1.000,2.606,3.121,4.147,-0.873,-0.217,1.091,ELT2peak02824,Increasing,0.6154113672905832,ELT2peak02824,WBGene00012458,11979838,11989017,+,overlapStart,-4273,81,Overlapping
1.944858,2.025091,1.526069,2.111032,2.517848,2.669851,1,0,1,7.25,3,6,0.922,1.000,1.985,1.819,2.594,-0.361,-0.769,1.130,ELT2peak02825,L3_High,0.16658570880033347,ELT2peak02825,WBGene00003154,12001510,12006625,-,overlapStart,-2906,22,Overlapping
2.096861,1.736966,2.526069,2.773996,3.562936,3.862497,0,0,1,55,4,11,0.842,1.000,1.917,2.650,3.713,-0.934,-0.122,1.055,ELT2peak02826,Increasing,0.8152781944709998,ELT2peak02826,WBGene00012462,12025887,12027747,-,overlapEnd,755,325,Overlapping
0.932886,1.375509,2.226508,2.169925,6.321928,6.617384,0,0,1,8,3,9,0.728,1.000,1.154,2.198,6.470,-0.753,-0.382,1.135,ELT2peak02830,L3_High,7.931545023290585,ELT2peak02830,WBGene00012463,12049583,12059866,+,inside,-2370,2622,Overlapping
2.495411,2.115477,2.847997,2.333424,2.184424,2.321928,1,0,0,42,0,0,0.000,0.000,2.305,2.591,2.253,-0.427,1.143,-0.715,ELT2peak02831,Not_Changing,0.03300640975608341,ELT2peak02831,WBGene00012463,12049583,12059866,+,inside,-1188,3571,Overlapping
1.874469,1.777608,1.400538,0.941106,3.617384,3.769387,0,0,1,68,3,6,0.889,1.000,1.826,1.171,3.693,-0.309,-0.809,1.118,ELT2peak02832,L3_High,1.7132700153022495,ELT2peak02832,WBGene00012463,12049583,12059866,+,overlapEnd,5367,144,Overlapping
2.181751,1.736966,2.028569,2.464668,3.603964,3.720478,1,0,1,46.875,3,9,0.797,1.000,1.959,2.247,3.662,-0.728,-0.413,1.140,ELT2peak02834,L3_High,0.831031573252083,ELT2peak02834,WBGene00012467,12065085,12067568,+,overlapStart,-1253,444,Overlapping
1.563429,1.728195,2.169925,1.918386,3.90689,4.581315,1,1,1,35.111111111318074,3,9,0.831,1.000,1.646,2.044,4.244,-0.714,-0.429,1.143,ELT2peak02835,L3_High,1.9582596448652507,ELT2peak02835,WBGene00000565,12072082,12088868,-,inside,123,7838,Overlapping
2.070389,2,2.773996,2.613532,2.669851,2.949959,0,0,1,165.5,4,8,0.516,1.000,2.035,2.694,2.810,-1.143,0.433,0.711,ELT2peak02836,Increasing,0.17456314617024987,ELT2peak02836,WBGene00012468,12092422,12099989,-,overlapEnd,3436,330,Overlapping
1.600904,2.277534,2.43296,2.847997,3.506353,3.386058,0,0,1,11.5,4,10,0.944,1.000,1.939,2.640,3.446,-0.976,-0.046,1.022,ELT2peak02837,Increasing,0.5686615326752497,ELT2peak02837,WBGene00012468,12092422,12099989,-,overlapStart,-3990,41,Overlapping
3.569195,3.584962,3.123004,3.226509,5.318645,5.77179,1,1,1,22.22222222201526,3,6,0.952,1.000,3.577,3.175,5.545,-0.411,-0.729,1.140,ELT2peak02839,L3_High,1.6090865779209997,ELT2peak02839,WBGene00013257,12186007,12189265,+,overlapStart,-1603,354,Overlapping
2.148392,1.552541,3.432959,3.38405,4.928586,5.166277,0,1,1,4.25,4,10,0.969,1.000,1.850,3.409,5.047,-0.991,-0.017,1.008,ELT2peak02840,Increasing,2.555691555333,ELT2peak02840,WBGene00013257,12186007,12189265,+,inside,-722,670,Overlapping
4.392317,4.736966,0.847997,1.333424,1.184425,1.862497,1,0,0,49.5,1,3,0.893,1.000,4.565,1.091,1.523,1.147,-0.688,-0.459,ELT2peak02841,Embryo_Specific,3.5840414035985844,ELT2peak02841,WBGene00013258,12189795,12199959,-,inside,2604,2045,Overlapping
2.61471,1.874469,1.333424,0.695994,0.447459,1.184425,1,0,0,198,1,1,0.925,1.000,2.245,1.015,0.816,1.145,-0.444,-0.701,ELT2peak02842,Embryo_Specific,0.59885800730425,ELT2peak02842,WBGene00013258,12189795,12199959,-,inside,-3487,977,Overlapping
2.222392,1.874469,2.43296,2.111031,1.184425,2.184425,1,0,0,7,0,0,0.000,0.000,2.048,2.272,1.684,0.158,0.912,-1.070,ELT2peak02843,Not_Changing,0.08795340095425001,ELT2peak02843,WBGene00004167,12209228,12225086,-,inside,4272,3065,Overlapping
1.304855,1.695145,1.9855,2.226508,2.184425,1.949959,0,0,1,98.5,0,0,0.000,0.000,1.500,2.106,2.067,-1.153,0.634,0.519,ELT2peak02844,Not_Changing,0.11507566403733331,ELT2peak02844,WBGene00004167,12209228,12225086,-,inside,-2462,4807,Overlapping
1.807355,1.384664,2.367371,1.400538,2.949959,3.991779,0,0,1,35.5,3,9,0.830,1.000,1.596,1.884,3.471,-0.714,-0.429,1.143,ELT2peak02845,L3_High,1.0193846830125837,ELT2peak02845,WBGene00004167,12209228,12225086,-,inside,-5565,2092,Overlapping
3.527247,3.436099,1.735522,2.111031,3.202347,3.241008,1,0,1,11.5,1,4,0.465,1.000,3.482,1.923,3.222,0.726,-1.141,0.415,ELT2peak02846,Embryo_Specific,0.6970070780055833,ELT2peak02846,WBGene00013255,12256950,12269706,-,inside,-3759,2279,Overlapping
1,1.183712,1.189034,1.111031,2.769387,2.184425,0,0,1,217,3,9,0.973,1.000,1.092,1.150,2.477,-0.614,-0.540,1.154,ELT2peak02848,L3_High,0.6137235487757501,ELT2peak02848,WBGene00004945,12339944,12344795,+,inside,-1634,142,Overlapping
1.012939,0.888969,2.333424,2.526069,4.032422,4.534922,0,0,1,4.5,4,11,0.912,1.000,0.951,2.430,4.284,-0.960,-0.075,1.035,ELT2peak02849,Increasing,2.7884793808550836,ELT2peak02849,WBGene00004945,12339944,12344795,+,overlapEnd,2700,65,Overlapping
0.658492,0.704544,2.226509,2.43296,3.769387,4.07195,0,0,1,18,4,10,0.986,1.000,0.682,2.330,3.921,-1.006,0.012,0.994,ELT2peak02850,Increasing,2.6232974308130834,ELT2peak02850,WBGene00004310,12345285,12352243,-,inside,-1320,1905,Overlapping
1.885357,2.084889,2.169925,2.480265,2.703799,3.321928,1,0,1,19.25,4,11,0.628,1.000,1.985,2.325,3.013,-0.871,-0.221,1.092,ELT2peak02851,Increasing,0.27414283428608327,ELT2peak02851,WBGene00004310,12345285,12352243,-,overlapStart,-3592,243,Overlapping
2.169925,2.736966,3.695994,3.735522,5.763363,6.007154,1,1,1,32.333333333333336,4,11,0.739,1.000,2.453,3.716,5.885,-0.901,-0.174,1.076,ELT2peak02852,Increasing,3.0129176223542498,ELT2peak02852,WBGene00013284,12423514,12425694,-,overlapStart,-1433,27,Overlapping
3.237989,3.383329,2.38405,3.111031,3.720478,4.417086,1,0,1,55,3,6,0.750,1.000,3.311,2.748,4.069,-0.098,-0.947,1.045,ELT2peak02853,L3_High,0.43958867158225046,ELT2peak02853,WBGene00000660,12493800,12495106,-,overlapStart,-387,127,Overlapping
1.932886,2.125531,2.333424,2.883621,4.590417,4.447459,1,0,1,18.5,3,11,0.623,1.000,2.029,2.609,4.519,-0.785,-0.341,1.126,ELT2peak02856,L3_High,1.6973408460677502,ELT2peak02856,WBGene00009867,12535760,12542569,+,inside,2666,356,Overlapping
2.154005,2.035189,2.189034,2.871844,2.686925,3.110424,1,0,1,34.75,4,10,0.998,1.000,2.095,2.530,2.899,-1.027,0.056,0.971,ELT2peak02857,Increasing,0.16201604307175,ELT2peak02857,WBGene00044031,12542754,12544633,-,overlapEnd,778,139,Overlapping
1.015942,1.161281,3.548437,3.735522,4.805011,5.062169,0,1,1,14.75,4,10,0.915,1.000,1.089,3.642,4.934,-1.090,0.215,0.875,ELT2peak02858,Increasing,3.8286342487660847,ELT2peak02858,WBGene00012583,12578356,12581098,-,overlapEnd,1655,32,Overlapping
1.148392,1.263034,2.613532,2.333424,2.862496,3.884864,0,0,1,5,4,10,0.991,1.000,1.206,2.473,3.374,-1.051,0.112,0.939,ELT2peak02859,Increasing,1.1862787748530002,ELT2peak02859,WBGene00012583,12578356,12581098,-,overlapStart,-1377,236,Overlapping
1.382857,1.649503,2.918386,2.773996,3.720478,3.862497,0,0,1,144,4,10,0.991,1.000,1.516,2.846,3.791,-1.051,0.112,0.939,ELT2peak02860,Increasing,1.306589825431583,ELT2peak02860,WBGene00012584,12582179,12603680,-,overlapStart,-11136,283,Overlapping
1.353637,1.344648,2.918386,3.333424,3.386058,3.386058,1,0,1,245.875,4,8,0.462,1.000,1.349,3.126,3.386,-1.147,0.456,0.691,ELT2peak02861,Increasing,1.2289315531592497,ELT2peak02861,WBGene00004347,12662759,12671920,+,overlapEnd,4583,675,Overlapping
1.148392,1.847997,1.641546,1.070389,2.447459,2.254814,0,0,1,1.5,3,6,0.966,1.000,1.498,1.356,2.351,-0.440,-0.704,1.145,ELT2peak02863,L3_High,0.289683318909,ELT2peak02863,WBGene00271657,12679415,12679591,-,overlapStart,-286,41,Overlapping
2.374395,2.273018,2.952333,3.169925,4.288761,4.720478,1,1,1,27.722222222636145,4,11,0.651,1.000,2.324,3.061,4.505,-0.877,-0.212,1.089,ELT2peak02866,Increasing,1.2306397134442504,ELT2peak02866,WBGene00012903,12767221,12768217,-,overlapStart,-883,36,Overlapping
1.584962,2.067114,1.584962,2.189034,3.862497,3.99178,0,0,1,1.5,3,9,0.980,1.000,1.826,1.887,3.927,-0.603,-0.552,1.154,ELT2peak02867,L3_High,1.4300854487400831,ELT2peak02867,WBGene00012919,12774646,12781705,+,inside,400,2890,Overlapping
1.651236,1.521953,3.480265,3.169925,5.506352,5.288761,0,1,1,73.5,4,11,0.931,1.000,1.587,3.325,5.398,-0.970,-0.058,1.028,ELT2peak02868,Increasing,3.640152003821084,ELT2peak02868,WBGene00012920,12786322,12788153,-,overlapStart,-890,423,Overlapping
1.707819,1.093109,1.918386,1.9855,3.288761,3.562936,0,0,1,27.5,3,11,0.495,1.000,1.400,1.952,3.426,-0.820,-0.294,1.114,ELT2peak02869,L3_High,1.0964514805352499,ELT2peak02869,WBGene00012907,12788252,12796452,-,inside,1044,2635,Overlapping
1.778786,1.807355,3.111032,3.280956,3.906891,4.617384,0,0,1,80.5,4,10,0.996,1.000,1.793,3.196,4.262,-1.042,0.091,0.952,ELT2peak02870,Increasing,1.5335246933222495,ELT2peak02870,WBGene00012907,12788252,12796452,-,inside,-2320,758,Overlapping
1.506185,1.415037,2.280956,2.111032,3.949959,4.254814,0,1,1,30,3,11,0.475,1.000,1.461,2.196,4.102,-0.826,-0.286,1.112,ELT2peak02871,L3_High,1.8590163855242496,ELT2peak02871,WBGene00012907,12788252,12796452,-,overlapStart,-3948,233,Overlapping
2.148392,1.974465,2.226509,1.9855,4.288761,4.669851,0,0,1,11,3,9,0.985,1.000,2.061,2.106,4.479,-0.593,-0.561,1.155,ELT2peak02874,L3_High,1.9134464391140837,ELT2peak02874,WBGene00012908,12800449,12805383,-,overlapEnd,2594,120,Overlapping
2.222393,2.315502,3.226509,2.847997,4.321928,5.220048,1,0,1,21.875,4,11,0.552,1.000,2.269,3.037,4.771,-0.851,-0.251,1.102,ELT2peak02875,Increasing,1.6427228425325835,ELT2peak02875,WBGene00012909,12804862,12810872,+,inside,-969,1654,Overlapping
0.594361,0.745186,3.280956,3.333424,4.816693,4.695386,0,0,1,17,4,10,0.939,1.000,0.670,3.307,4.756,-1.082,0.191,0.891,ELT2peak02876,Increasing,4.29211674847975,ELT2peak02876,WBGene00012909,12804862,12810872,+,overlapEnd,3475,139,Overlapping
0.745954,0.557056,3.111032,2.43296,3.032422,3.386058,0,0,1,104.5,4,8,0.568,1.000,0.652,2.772,3.209,-1.140,0.410,0.730,ELT2peak02877,Increasing,1.871612121140333,ELT2peak02877,WBGene00012911,12811802,12816462,-,inside,744,1022,Overlapping
1.820294,1.685127,3.847997,4.111032,4.254814,4.439925,1,1,1,39.4444444446514,4,8,0.496,1.000,1.753,3.980,4.347,-1.145,0.441,0.703,ELT2peak02878,Increasing,1.9710381136203323,ELT2peak02878,WBGene00012912,12816820,12818588,-,overlapEnd,808,290,Overlapping
2.838382,2.680628,2.883621,2.883621,4.393878,4.513548,1,1,1,5.444444444651405,3,9,0.949,1.000,2.760,2.884,4.454,-0.642,-0.510,1.152,ELT2peak02879,L3_High,0.8918224028640005,ELT2peak02879,WBGene00012921,12823649,12824177,+,overlapStart,-227,194,Overlapping
1.289507,1.590124,1.9855,2.333424,2.562936,2.90689,0,0,1,158.5,4,10,0.998,1.000,1.440,2.159,2.735,-1.035,0.074,0.961,ELT2peak02880,Increasing,0.42105207881158346,ELT2peak02880,WBGene00012914,12830707,12832720,+,overlapStart,-1360,42,Overlapping
2.010888,1.704544,2.847997,2.333424,2.949959,2.562936,0,0,1,26,4,8,0.602,1.000,1.858,2.591,2.756,-1.137,0.395,0.742,ELT2peak02881,Increasing,0.22874466654858347,ELT2peak02881,WBGene00001793,12866448,12878116,-,inside,-4660,626,Overlapping
2.265461,1.597902,2.876566,2.932061,6.07195,6.414525,1,1,1,338.11111111131805,3,11,0.644,1.000,1.932,2.904,6.243,-0.779,-0.349,1.128,ELT2peak02882,L3_High,5.113990271056001,ELT2peak02882,WBGene00001793,12866448,12878116,-,overlapStart,-6267,329,Overlapping
2.222392,2.241008,3.918386,3.883621,4.610689,5.096116,1,1,1,11.111111111318072,4,10,0.949,1.000,2.232,3.901,4.853,-1.078,0.180,0.898,ELT2peak02885,Increasing,1.7611603381365828,ELT2peak02885,WBGene00009394,12895638,12897462,+,overlapStart,-1070,116,Overlapping
0.385891,0.067114,1.9855,2.526069,3.406817,3.617384,0,0,1,33,4,10,0.968,1.000,0.227,2.256,3.512,-1.069,0.155,0.913,ELT2peak02886,Increasing,2.748578257497333,ELT2peak02886,WBGene00009394,12895638,12897462,+,overlapEnd,654,12,Overlapping
0.222392,1.63743,2.333424,2.526069,2.35435,2.669852,0,0,1,7,2,8,0.638,1.000,0.930,2.430,2.512,-1.153,0.531,0.623,ELT2peak02888,Larval,0.7932689978050838,ELT2peak02888,WBGene00009396,12901264,12903336,+,overlapStart,-977,284,Overlapping
1.428843,1.686339,1.9855,2.111031,3.617384,4.110424,0,0,1,6.5,3,9,0.682,1.000,1.558,2.048,3.864,-0.767,-0.364,1.131,ELT2peak02889,L3_High,1.476064046933583,ELT2peak02889,WBGene00009397,12904398,12906686,+,overlapStart,-1142,241,Overlapping
2.222393,2,3.38405,3.695994,2.617384,2.147899,1,0,1,14.25,2,5,0.647,1.000,2.111,3.540,2.383,-0.747,1.136,-0.389,ELT2peak02890,Larval,0.5757923865425828,ELT2peak02890,WBGene00010264,12915417,12919018,-,overlapEnd,2155,22,Overlapping
3.113686,2.903785,4.080658,3.811471,5.971021,6.480882,1,1,1,36.166666666666664,4,11,0.501,1.000,3.009,3.946,6.226,-0.837,-0.270,1.107,ELT2peak02892,Increasing,2.7378248629443345,ELT2peak02892,WBGene00010266,12931873,12933515,+,overlapStart,-910,260,Overlapping
2.392317,2.662965,2.847997,3.480265,4.321928,4.254814,0,0,1,1.5,4,11,0.721,1.000,2.528,3.164,4.288,-0.896,-0.182,1.079,ELT2peak02893,Increasing,0.794867538433333,ELT2peak02893,WBGene00010266,12931873,12933515,+,overlapEnd,1139,21,Overlapping
2.729352,2.63743,4.456806,4.695994,6.119884,6.330102,1,1,1,19.77777777798474,4,10,0.997,1.000,2.683,4.576,6.225,-1.022,0.046,0.976,ELT2peak02894,Increasing,3.1407144466889987,ELT2peak02894,WBGene00010269,12943862,12948143,-,inside,1089,728,Overlapping
3.807355,2.415037,2,2,2.669851,3.032421,1,0,1,31.5,1,4,0.512,1.000,3.111,2.000,2.851,0.786,-1.125,0.339,ELT2peak02895,Embryo_Specific,0.3378033740853331,ELT2peak02895,WBGene00012605,12952490,12954832,-,inside,13,733,Overlapping
