"","LE_1","LE_2","L1_1","L1_2","L3_1","L3_2","LE_IDR","L1_IDR","L3_IDR","summit_agreement","k4cluster","k11cluster","k4weights","k11weights","LE_nonNormed","L1_nonNormed","L3_nonNormed","LE_std","L1_std","L3_std","name","k4labels","variance","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest"
"ELT2peak02691",1.052467,1.058894,4.125981,3.9855,5.643856,5.83404,0,1,1,15.25,4,10,"0.998","1.000","1.056","4.056","5.739","-1.080","0.185","0.895","ELT2peak02691","Increasing",5.62775699470208,"ELT2peak02691","WBGene00011276",9971035,9975125,"-","overlapStart",-2042,234,"Overlapping"
"ELT2peak02692",1.096861,1.106915,4.017922,3.735522,4.147899,3.562936,0,0,1,157.5,4,8,"0.470","1.000","1.102","3.877","3.855","-1.155","0.584","0.571","ELT2peak02692","Increasing",2.54701371944108,"ELT2peak02692","WBGene00002266",9991160,10000350,"+","inside",3983,76,"Overlapping"
"ELT2peak02693",2.724893,3.080619,3.41684,3.675816,6.386059,6.976239,1,1,1,43.3333333333333,3,9,"0.935","1.000","2.903","3.546","6.681","-0.729","-0.411","1.140","ELT2peak02693","L3-high",4.08625688061233,"ELT2peak02693","WBGene00003773",10000335,10001198,"-","overlapStart",-574,245,"Overlapping"
"ELT2peak02694",1.222392,1.415038,1.526069,1.226508,3.254814,2.949959,0,0,1,254,3,9,"0.996","1.000","1.319","1.376","3.102","-0.606","-0.549","1.154","ELT2peak02694","L3-high",1.02736883890308,"ELT2peak02694","WBGene00002265",10009608,10016183,"-","inside",1320,1338,"Overlapping"
"ELT2peak02697",0.932886,0.929611,2.43296,2.9855,2.769387,3.032422,0,0,1,26,4,8,"0.675","1.000","0.931","2.709","2.901","-1.150","0.487","0.663","ELT2peak02697","Increasing",1.17958368110475,"ELT2peak02697","WBGene00009944",10030895,10033213,"-","overlapEnd",848,53,"Overlapping"
"ELT2peak02698",3.874469,4.033947,4.9855,5.080658,4.720478,5.129283,0,0,1,0.5,2,6,"0.629","1.000","3.954","5.033","4.925","-1.150","0.666","0.484","ELT2peak02698","Post-embryonic",0.352979108716583,"ELT2peak02698","WBGene00002497",10033309,10039980,"-","inside",2984,214,"Overlapping"
"ELT2peak02699",1.180572,0.912537,1.799087,2.918386,4.220048,5.052321,0,0,1,13.5,4,11,"0.495","1.000","1.047","2.359","4.636","-0.900","-0.177","1.077","ELT2peak02699","Increasing",3.29900575512133,"ELT2peak02699","WBGene00009945",10042780,10045270,"-","overlapStart",-1342,301,"Overlapping"
"ELT2peak02700",2.78799,2.815576,2.226508,2.333424,2.184425,1.669851,1,0,0,18.5,1,1,"0.712","1.000","2.802","2.280","1.927","1.058","-0.128","-0.930","ELT2peak02700","LE-specific",0.193630742516333,"ELT2peak02700","WBGene00000995",10061287,10074443,"-","inside",2125,3828,"Overlapping"
"ELT2peak02701",2.157297,2.249978,2.111031,1.9855,2.321928,1.184425,1,0,0,48,0,0,"0.000","0.000","2.204","2.048","1.753","0.883","0.204","-1.086","ELT2peak02701","Not-changing or not IDR-passing",0.0523555148043333,"ELT2peak02701","WBGene00000995",10061287,10074443,"-","overlapStart",-6887,176,"Overlapping"
"ELT2peak02704",3.029747,3.06413,2.280956,2.735522,4.330102,4.695386,1,0,1,13.5,3,7,"0.818","1.000","3.047","2.508","4.513","-0.298","-0.817","1.115","ELT2peak02704","L3-high",1.07613720169258,"ELT2peak02704","WBGene00014164",10094873,10098785,"+","inside",-1291,358,"Overlapping"
"ELT2peak02705",0.767827,0.884523,2.333424,2.613532,3.769387,4.447459,0,0,1,22.5,4,10,"0.879","1.000","0.826","2.473","4.108","-1.001","0.003","0.999","ELT2peak02705","Increasing",2.69330071005633,"ELT2peak02705","WBGene00003928",10098782,10099867,"-","overlapEnd",295,216,"Overlapping"
"ELT2peak02707",2.987927,3,4.675816,5.125981,5.07195,5.491853,0,1,1,6.25,4,8,"0.802","1.000","2.994","4.901","5.282","-1.141","0.415","0.726","ELT2peak02707","Increasing",1.502704112013,"ELT2peak02707","WBGene00004017",10137658,10139216,"+","overlapEnd",907,109,"Overlapping"
"ELT2peak02709",2.611435,2.036526,1.333424,1.847997,0.862497,1.447459,1,0,0,4.5,1,1,"0.729","1.000","2.324","1.591","1.155","1.073","-0.168","-0.905","ELT2peak02709","LE-specific",0.349019091577083,"ELT2peak02709","WBGene00003939",10146746,10152445,"+","inside",-694,1776,"Overlapping"
"ELT2peak02710",1.927649,1.693339,1.028569,0.748461,2.184425,2.884864,1,0,1,19.25,3,4,"0.552","1.000","1.810","0.889","2.535","0.080","-1.038","0.958","ELT2peak02710","L3-high",0.680696925643583,"ELT2peak02710","WBGene00000914",10157537,10169346,"-","overlapStart",-6218,58,"Overlapping"
"ELT2peak02711",1.527247,1.415038,2.111031,2.695994,3.184425,3.35435,0,0,1,26.5,4,10,"0.909","1.000","1.471","2.404","3.269","-1.012","0.025","0.987","ELT2peak02711","Increasing",0.808789735425,"ELT2peak02711","WBGene00009365",10174572,10180183,"+","overlapStart",-2768,333,"Overlapping"
"ELT2peak02712",1.807355,0.900464,1.526069,1.695994,2.892244,3.427281,0,0,1,5,3,9,"0.963","1.000","1.354","1.611","3.160","-0.704","-0.441","1.145","ELT2peak02712","L3-high",0.954297415142333,"ELT2peak02712","WBGene00011038",10197625,10198324,"+","overlapStart",-598,100,"Overlapping"
"ELT2peak02713",2.254814,2.187627,2.613532,2.773996,2.032421,2.534922,1,0,1,31.25,0,0,"0.000","0.000","2.221","2.694","2.284","-0.695","1.146","-0.451","ELT2peak02713","Not-changing or not IDR-passing",0.0658955575582499,"ELT2peak02713","WBGene00011040",10199810,10200819,"-","overlapStart",-723,189,"Overlapping"
"ELT2peak02718",2.264213,1.974465,3.847997,4.080658,4.091315,4.417085,1,0,1,42,4,8,"0.747","1.000","2.119","3.964","4.254","-1.146","0.448","0.698","ELT2peak02718","Increasing",1.34094002011825,"ELT2peak02718","WBGene00011335",10231272,10236014,"+","inside",-1212,462,"Overlapping"
"ELT2peak02719",1.511899,1.052467,2.111031,2.613532,3.032422,2.669852,0,0,1,15,4,10,"0.980","1.000","1.282","2.362","2.851","-1.100","0.245","0.854","ELT2peak02719","Increasing",0.64453485394975,"ELT2peak02719","WBGene00011334",10240277,10242490,"-","overlapStart",-1486,223,"Overlapping"
"ELT2peak02720",5.058894,4.058894,2.634593,2.226508,3.254814,3.862497,1,0,1,241.5,1,3,"0.913","1.000","4.559","2.431","3.559","0.979","-1.019","0.040","ELT2peak02720","LE-specific",1.13382400031658,"ELT2peak02720","WBGene00011333",10242595,10247638,"-","overlapStart",-3006,235,"Overlapping"
"ELT2peak02722",1.647698,2,2.526069,1.38405,4.769387,4.991779,1,0,1,15,3,9,"0.996","1.000","1.824","1.955","4.881","-0.615","-0.539","1.154","ELT2peak02722","L3-high",2.98658778185308,"ELT2peak02722","WBGene00007022",10301163,10301888,"+","overlapStart",-354,294,"Overlapping"
"ELT2peak02723",0.922832,1.526069,2.189034,2.526069,3.695386,3.977974,0,0,1,7,4,11,"0.712","1.000","1.224","2.358","3.837","-0.953","-0.088","1.041","ELT2peak02723","Increasing",1.71591365939725,"ELT2peak02723","WBGene00014172",10300789,10302859,"-","overlapStart",-1106,280,"Overlapping"
"ELT2peak02724",2.774933,2.315502,2.613532,2.280956,4.202346,4.793234,1,0,1,22,3,7,"0.974","1.000","2.545","2.447","4.498","-0.534","-0.619","1.154","ELT2peak02724","L3-high",1.33781284542908,"ELT2peak02724","WBGene00006918",10303007,10303713,"-","overlapStart",-645,90,"Overlapping"
"ELT2peak02725",1.63743,1.567041,2.613532,2.43296,1.769387,2.032421,0,0,1,60,2,5,"0.855","1.000","1.602","2.523","1.901","-0.865","1.095","-0.230","ELT2peak02725","Post-embryonic",0.220795463161084,"ELT2peak02725","WBGene00007419",10350760,10351613,"+","overlapStart",-356,334,"Overlapping"
"ELT2peak02730",2.904216,2.874469,3.43296,2.773996,3.617384,3.669851,1,0,1,51.5,3,11,"0.703","1.000","2.889","3.103","3.644","-0.830","-0.280","1.110","ELT2peak02730","L3-high",0.15108924457425,"ELT2peak02730","WBGene00011661",10385333,10388133,"+","overlapEnd",1573,213,"Overlapping"
"ELT2peak02733",1.527247,1.415038,2.918386,3.38405,2.949959,3.447459,0,0,1,10,4,8,"0.538","1.000","1.471","3.151","3.199","-1.154","0.553","0.601","ELT2peak02733","Increasing",0.968232515450583,"ELT2peak02733","WBGene00011662",10391154,10393614,"+","overlapEnd",498,352,"Overlapping"
"ELT2peak02734",2.455053,2.277534,3.695994,3.111031,2.862496,2.832123,0,0,1,9.5,2,5,"0.941","1.000","2.366","3.404","2.847","-0.975","1.023","-0.048","ELT2peak02734","Post-embryonic",0.269426903904333,"ELT2peak02734","WBGene00011663",10395707,10396756,"+","overlapStart",-564,313,"Overlapping"
"ELT2peak02736",1.222392,1.415037,2.333424,1.847997,2.321928,2.90689,0,0,1,32,4,10,"0.990","1.000","1.319","2.091","2.614","-1.057","0.127","0.930","ELT2peak02736","Increasing",0.424843696708083,"ELT2peak02736","WBGene00008480",10416786,10419237,"+","overlapStart",-1256,346,"Overlapping"
"ELT2peak02737",1.444785,1.678072,1.333424,1.111031,3.110424,2.769387,0,0,1,199.5,3,7,"0.878","1.000","1.561","1.222","2.940","-0.381","-0.754","1.134","ELT2peak02737","L3-high",0.827612311602333,"ELT2peak02737","WBGene00008481",10419230,10422026,"-","overlapEnd",1112,280,"Overlapping"
"ELT2peak02738",5.058894,5.058894,2.918386,3.169925,3.506353,3.669851,0,0,1,22.5,1,3,"0.951","1.000","5.059","3.044","3.588","1.115","-0.818","-0.296","ELT2peak02738","LE-specific",1.08637968758475,"ELT2peak02738","WBGene00014057",10443327,10445233,"+","overlapStart",-1082,137,"Overlapping"
"ELT2peak02739",2.651236,2.862497,2.918386,3.358959,4.971021,5.246201,1,1,1,30.4444444446514,3,9,"0.944","1.000","2.757","3.139","5.109","-0.722","-0.419","1.141","ELT2peak02739","L3-high",1.59285595144975,"ELT2peak02739","WBGene00014057",10443327,10445233,"+","inside",-106,441,"Overlapping"
"ELT2peak02740",2.173483,2.222393,3.111032,2.748461,4.520708,4.534922,1,1,1,614.888888888682,3,11,"0.611","1.000","2.198","2.930","4.528","-0.857","-0.242","1.099","ELT2peak02740","L3-high",1.41961557441558,"ELT2peak02740","WBGene00014057",10443327,10445233,"+","overlapEnd",1570,446,"Overlapping"
"ELT2peak02742",1.463401,0.736966,3.526069,3.333424,2.90689,3.590417,0,0,1,54.5,2,6,"0.582","1.000","1.100","3.430","3.249","-1.152","0.646","0.506","ELT2peak02742","Post-embryonic",1.67926363108633,"ELT2peak02742","WBGene00003038",10450607,10452004,"+","overlapStart",-650,349,"Overlapping"
"ELT2peak02743",1.850424,2.165059,2.15056,2.613532,4.110424,4.793234,0,0,1,14.5,3,9,"0.953","1.000","2.008","2.382","4.452","-0.714","-0.429","1.143","ELT2peak02743","L3-high",1.73294487224425,"ELT2peak02743","WBGene00014063",10468351,10470297,"-","overlapStart",-989,223,"Overlapping"
"ELT2peak02744",0.449803,0.665016,3.049631,3.811471,4.254814,4.110424,0,0,1,19.5,4,8,"0.867","1.000","0.557","3.431","4.183","-1.132","0.370","0.763","ELT2peak02744","Increasing",3.66044871242275,"ELT2peak02744","WBGene00014049",10482585,10484473,"+","overlapStart",-1185,21,"Overlapping"
"ELT2peak02745",0.866249,1.045804,1.9855,1.9855,4.862496,5.220048,0,0,1,4,3,9,"0.788","1.000","0.956","1.986","5.041","-0.802","-0.318","1.120","ELT2peak02745","L3-high",4.51446483307608,"ELT2peak02745","WBGene00014049",10482585,10484473,"+","inside",-395,426,"Overlapping"
"ELT2peak02748",0.263034,0.327575,2.333424,2.226508,2.769387,2.562936,0,0,1,28.5,4,8,"0.796","1.000","0.295","2.280","2.666","-1.141","0.419","0.722","ELT2peak02748","Increasing",1.61816519137525,"ELT2peak02748","WBGene00004134",10496987,10502541,"-","inside",1306,945,"Overlapping"
"ELT2peak02749",1.662965,1.511253,2.9855,3.049631,3.669851,4.07195,0,0,1,6,4,10,"0.998","1.000","1.587","3.018","3.871","-1.073","0.167","0.906","ELT2peak02749","Increasing",1.33168167268158,"ELT2peak02749","WBGene00004134",10496987,10502541,"-","inside",-2140,281,"Overlapping"
"ELT2peak02753",0.959358,0.557056,1.9855,2.111031,3.032421,3.643856,0,0,1,20.5,4,11,"0.876","1.000","0.758","2.048","3.338","-1.000","0.000","1.000","ELT2peak02753","Increasing",1.66401163904058,"ELT2peak02753","WBGene00003107",10528084,10533880,"+","overlapStart",-3027,153,"Overlapping"
"ELT2peak02754",1.351676,1.203533,2.847997,1.111031,2.184425,2.562936,0,0,1,460,4,10,"0.998","1.000","1.278","1.980","2.374","-1.079","0.185","0.895","ELT2peak02754","Increasing",0.30823779561475,"ELT2peak02754","WBGene00003107",10528084,10533880,"+","inside",-1650,445,"Overlapping"
"ELT2peak02755",2.645604,2.052467,3.280956,2.613532,2.949959,2.862496,0,0,1,7,0,0,"0.000","0.000","2.349","2.947","2.906","-1.153","0.638","0.515","ELT2peak02755","Not-changing or not IDR-passing",0.11166644793475,"ELT2peak02755","WBGene00011303",10537799,10539332,"-","inside",364,53,"Overlapping"
"ELT2peak02756",2.595851,2.415038,3.695994,3.735522,5.816693,5.520708,1,0,1,54.75,4,11,"0.551","1.000","2.505","3.716","5.669","-0.913","-0.155","1.068","ELT2peak02756","Increasing",2.54750528302075,"ELT2peak02756","WBGene00004185",10539438,10541996,"-","overlapStart",-2132,185,"Overlapping"
"ELT2peak02757",1.724893,2.121306,3.952333,3.526069,4.991779,4.74514,0,0,1,59.5,4,10,"0.997","1.000","1.923","3.739","4.868","-1.068","0.154","0.914","ELT2peak02757","Increasing",2.20809915795408,"ELT2peak02757","WBGene00011304",10542428,10555044,"-","inside",3943,1923,"Overlapping"
"ELT2peak02758",2.384664,2.490325,4.408712,4.548437,5.603964,6.119884,1,1,1,1265,4,10,"0.990","1.000","2.437","4.479","5.862","-1.058","0.127","0.930","ELT2peak02758","Increasing",2.96773013433675,"ELT2peak02758","WBGene00011304",10542428,10555044,"-","inside",1220,2818,"Overlapping"
"ELT2peak02759",0.970854,1.139403,2.298658,2.495695,3.35435,3.220048,0,0,1,8,4,10,"0.992","1.000","1.055","2.397","3.287","-1.060","0.134","0.926","ELT2peak02759","Increasing",1.26256193363008,"ELT2peak02759","WBGene00011304",10542428,10555044,"-","inside",-2382,3547,"Overlapping"
"ELT2peak02760",1.715433,2.344648,3.773996,3.655352,4.816693,5.211225,1,1,1,84.1111111113181,4,10,"0.968","1.000","2.030","3.715","5.014","-1.040","0.086","0.954","ELT2peak02760","Increasing",2.23831685919825,"ELT2peak02760","WBGene00011304",10542428,10555044,"-","inside",-4423,531,"Overlapping"
"ELT2peak02763",1.269698,1.217098,3.049631,3.070389,5.506352,5.805011,0,1,1,60.75,4,11,"0.645","1.000","1.243","3.060","5.656","-0.936","-0.117","1.053","ELT2peak02763","Increasing",4.91763922980475,"ELT2peak02763","WBGene00007352",10560018,10563407,"-","overlapEnd",1910,184,"Overlapping"
"ELT2peak02764",3.33787,3.236067,2.83996,2.765535,4.454953,4.606658,1,1,1,23.6666666666667,3,7,"0.808","1.000","3.287","2.803","4.531","-0.284","-0.827","1.111","ELT2peak02764","L3-high",0.794630818462333,"ELT2peak02764","WBGene00007352",10560018,10563407,"-","overlapStart",-1986,72,"Overlapping"
"ELT2peak02765",2.652077,2.712718,4.503349,4.408712,5.447459,6.110424,1,1,1,23.6666666666667,4,10,"0.976","1.000","2.682","4.456","5.779","-1.045","0.097","0.948","ELT2peak02765","Increasing",2.41407537942433,"ELT2peak02765","WBGene00007557",10593529,10594776,"-","overlapStart",-916,40,"Overlapping"
"ELT2peak02766",1.115477,1.415038,3.333424,3.333424,2.769387,3.99178,0,0,1,2,4,8,"0.528","1.000","1.265","3.333","3.381","-1.154","0.558","0.597","ELT2peak02766","Increasing",1.45902346273975,"ELT2peak02766","WBGene00007558",10595266,10596562,"-","overlapStart",-692,303,"Overlapping"
"ELT2peak02767",0.922832,0.745186,2.111031,2.226508,2.862497,2.447459,0,0,1,41,4,10,"0.942","1.000","0.834","2.169","2.655","-1.116","0.300","0.816","ELT2peak02767","Increasing",0.888985399465583,"ELT2peak02767","WBGene00007561",10605717,10607275,"-","overlapEnd",1242,34,"Overlapping"
"ELT2peak02768",2.018859,1.976916,3.333424,3.480265,3.447459,3.720478,0,0,1,10,4,8,"0.702","1.000","1.998","3.407","3.584","-1.149","0.472","0.676","ELT2peak02768","Increasing",0.755364279631,"ELT2peak02768","WBGene00007561",10605717,10607275,"-","overlapStart",-1106,50,"Overlapping"
"ELT2peak02770",2.163499,1.858644,3.280956,3.049631,2.477206,2.94996,0,0,1,11.5,2,6,"0.982","1.000","2.011","3.165","2.714","-1.064","0.920","0.144","ELT2peak02770","Post-embryonic",0.338298868121084,"ELT2peak02770","WBGene00010899",10628263,10633216,"+","inside",-2083,39,"Overlapping"
"ELT2peak02771",1.258016,1.341037,2.9855,3.38405,3.669851,4.816693,0,0,1,9,4,10,"0.998","1.000","1.300","3.185","4.243","-1.080","0.185","0.895","ELT2peak02771","Increasing",2.22336922908858,"ELT2peak02771","WBGene00010899",10628263,10633216,"+","inside",423,1801,"Overlapping"
"ELT2peak02772",0.968636,1.222392,1.526069,1.111031,5.271888,5.816693,0,0,1,9,3,9,"0.997","1.000","1.096","1.319","5.544","-0.621","-0.532","1.154","ELT2peak02772","L3-high",6.28304002959808,"ELT2peak02772","WBGene00010901",10647480,10648676,"+","overlapStart",-774,63,"Overlapping"
"ELT2peak02773",1.278976,1.016488,1.526069,1.280956,4.386059,4.525461,0,0,1,16,3,9,"0.994","1.000","1.148","1.404","4.456","-0.645","-0.506","1.152","ELT2peak02773","L3-high",3.38744795237008,"ELT2peak02773","WBGene00010897",10652353,10657841,"-","inside",1215,1227,"Overlapping"
"ELT2peak02774",1.058894,0.370643,2.9855,3.333424,3.720478,4.254814,0,0,1,6.5,4,8,"0.927","1.000","0.715","3.159","3.988","-1.120","0.317","0.803","ELT2peak02774","Increasing",2.89569036280075,"ELT2peak02774","WBGene00010897",10652353,10657841,"-","inside",-68,2437,"Overlapping"
"ELT2peak02775",1.369234,1.552541,2.43296,2.226509,4.07195,4.669851,0,0,1,0.5,3,11,"0.659","1.000","1.461","2.330","4.371","-0.843","-0.262","1.105","ELT2peak02775","L3-high",2.231571568189,"ELT2peak02775","WBGene00010897",10652353,10657841,"-","inside",-1573,833,"Overlapping"
"ELT2peak02776",1.733354,2.040642,2.38405,2.226509,4.491853,5.491853,1,0,1,148.75,3,9,"0.969","1.000","1.887","2.305","4.992","-0.697","-0.449","1.146","ELT2peak02776","L3-high",2.83879352586158,"ELT2peak02776","WBGene00010897",10652353,10657841,"-","overlapStart",-2623,440,"Overlapping"
"ELT2peak02777",2.045515,2.036526,3.169925,2.773996,2.844349,3.471306,1,0,1,35.5,4,8,"0.802","1.000","2.041","2.972","3.158","-1.141","0.415","0.726","ELT2peak02777","Increasing",0.358075616756333,"ELT2peak02777","WBGene00010896",10658027,10658626,"-","overlapStart",-640,64,"Overlapping"
"ELT2peak02778",1.374395,1.415038,1.847997,2.526069,3.184425,3.769387,0,0,1,3,4,11,"0.544","1.000","1.395","2.187","3.477","-0.912","-0.158","1.070","ELT2peak02778","Increasing",1.10450848436858,"ELT2peak02778","WBGene00271706",10662256,10662781,"-","overlapStart",-184,31,"Overlapping"
"ELT2peak02779",1.070389,1.263034,2.111031,2.333424,2.321928,3.386058,0,0,1,284.5,4,10,"0.998","1.000","1.167","2.222","2.854","-1.072","0.166","0.907","ELT2peak02779","Increasing",0.726693422248083,"ELT2peak02779","WBGene00004207",10675602,10690271,"+","overlapEnd",7651,426,"Overlapping"
"ELT2peak02780",1.970854,1.678072,1.158337,2.111032,3.906891,4.506352,0,0,1,18,3,7,"0.961","1.000","1.824","1.635","4.207","-0.510","-0.642","1.152","ELT2peak02780","L3-high",2.05425915502558,"ELT2peak02780","WBGene00001522",10690452,10693863,"-","overlapStart",-1751,215,"Overlapping"
"ELT2peak02781",1.968636,1.746243,2.43296,3.049631,3.447459,4.147899,1,0,1,267.25,4,11,"0.772","1.000","1.857","2.741","3.798","-0.969","-0.059","1.028","ELT2peak02781","Increasing",0.943612807528083,"ELT2peak02781","WBGene00000411",10785452,10787272,"+","overlapStart",-1332,286,"Overlapping"
"ELT2peak02782",2.25214,1.736966,1.847997,2.226508,4.477206,4.35435,1,0,1,18.75,3,9,"0.994","1.000","1.995","2.037","4.416","-0.593","-0.562","1.155","ELT2peak02782","L3-high",1.92025621701258,"ELT2peak02782","WBGene00003805",10796646,10798479,"-","overlapStart",-1286,154,"Overlapping"
"ELT2peak02783",1.736966,2.131245,2.526069,2.847997,3.862497,4.07195,0,0,1,24,4,11,"0.511","1.000","1.934","2.687","3.967","-0.903","-0.171","1.074","ELT2peak02783","Increasing",1.05655938974508,"ELT2peak02783","WBGene00011071",10812949,10819978,"-","overlapStart",-3737,44,"Overlapping"
"ELT2peak02784",1.63743,1.584963,2.333424,2.226508,2.264595,2.690315,0,0,1,5,4,8,"0.896","1.000","1.611","2.280","2.477","-1.127","0.346","0.781","ELT2peak02784","Increasing",0.20610972301225,"ELT2peak02784","WBGene00001153",10821015,10822443,"+","overlapStart",-729,332,"Overlapping"
"ELT2peak02785",0.826464,0.870717,2.613532,2.9855,3.562936,3.99178,0,0,1,197,4,10,"0.991","1.000","0.849","2.800","3.777","-1.091","0.218","0.873","ELT2peak02785","Increasing",2.22332739209508,"ELT2peak02785","WBGene00001153",10821015,10822443,"+","overlapEnd",413,267,"Overlapping"
"ELT2peak02786",2.155278,2,1.773996,2.111031,1.769387,2.095157,1,0,1,48.25,0,0,"0.000","0.000","2.078","1.943","1.932","1.152","-0.513","-0.639","ELT2peak02786","Not-changing or not IDR-passing",0.00658255896025,"ELT2peak02786","WBGene00023418",10822328,10824081,"-","overlapStart",-1056,203,"Overlapping"
"ELT2peak02787",2.561879,2.95109,1.111031,1.596458,4.184424,4.862496,1,1,1,17.5,3,4,"0.660","1.000","2.756","1.354","4.523","-0.076","-0.960","1.036","ELT2peak02787","L3-high",2.52282971269008,"ELT2peak02787","WBGene00003367",10824294,10841424,"+","inside",7387,939,"Overlapping"
