geneSym,geneID,refID,chrom,strand,Unsorted (RPM),Sorted (RPM),P-value,Group 1
C06E1.1,176205,C06E1.1,chrIII,+,63.64,119.96,7.47E-33,Other
K09A9.5,181646,gas-1,chrX,-,189.07,272.40,1.38E-32,Other
F22D6.2,172441,F22D6.2,chrI,-,299.03,396.60,1.56E-32,Other
C25A1.5,172882,C25A1.5,chrI,+,187.88,270.49,2.79E-32,Other
F13D12.4,174800,alh-8,chrII,+,250.32,140.34,2.98E-32,Other
C42D8.8,180783,apl-1,chrX,-,71.65,129.72,3.73E-32,Other
F49C12.13,177757,vha-17,chrIV,+,180.09,260.93,5.80E-32,Other
M01E11.4,172210,pqn-52,chrI,-,1100.43,1236.52,6.12E-32,Other
Y57E12AM.1,179094,Y57E12AM.1,chrV,+,108.66,175.80,7.43E-32,Other
T09A12.5,259582,T09A12.5,chrIV,+,68.40,124.84,1.06E-31,Other
F42C5.7,3564844,grl-4,chrIV,-,602.16,412.31,2.31E-31,Other
F28H1.2,171986,cpn-3,chrI,+,315.15,189.60,3.02E-31,Other
F09C3.1,173294,pes-7,chrI,+,53.46,104.46,3.61E-31,Other
C56A3.4,179836,C56A3.4,chrV,-,121.65,190.66,3.84E-31,Other
H36L18.2,181411,H36L18.2,chrX,-,361.36,224.84,4.78E-31,Other
C15F1.7,174141,sod-1,chrII,-,576.41,392.57,4.86E-31,Other
K04H4.7,3564828,flp-25,chrIII,+,362.23,225.69,5.82E-31,Other
Y82E9BR.15,190775,elc-1,chrIII,-,65.48,120.17,7.14E-31,Other
Y110A7A.4,172149,Y110A7A.4,chrI,+,242.42,136.52,7.76E-31,Other
K07C11.2,179202,air-1,chrV,+,192.86,101.27,1.09E-30,Other
C26F1.9,179153,rpl-39,chrV,-,112.01,178.13,1.53E-30,Other
C10G8.4,182503,C10G8.4,chrV,+,245.13,139.07,1.87E-30,Other
T22D1.4,177456,glycotransferase,chrIV,+,56.17,107.01,3.26E-30,Other
Y57A10A.18,174861,pqn-87,chrII,-,1392.97,1068.58,5.23E-30,Other
Y18D10A.20,173161,pfn-1,chrI,+,552.38,376.22,8.07E-30,Other
M01E11.5,172211,cey-3,chrI,-,299.68,180.68,1.42E-29,Other
F53A9.8,181118,F53A9.8,chrX,-,52.81,101.70,1.92E-29,Other
D2030.4,172513,D2030.4,chrI,-,305.84,185.99,3.99E-29,Other
F09B9.2,181227,unc-115,chrX,+,193.83,104.03,4.90E-29,Other
F58H1.3,179634,F58H1.3,chrV,+,57.68,107.22,1.30E-28,Other
T25F10.6,179069,T25F10.6,chrV,-,298.70,181.53,1.47E-28,Other
F08G5.6,184206,F08G5.6,chrIV,+,179.11,253.72,1.86E-28,Other
C26F1.4,179154,rps-30,chrV,+,1000.76,1121.44,2.24E-28,Other
T10B9.2,188356,cyp-13A5,chrII,-,230.41,131.21,2.33E-28,Other
F59G1.7,174002,frh-1,chrII,+,75.97,130.15,4.01E-28,Other
K11C4.4,179079,odc-1,chrV,-,76.62,130.79,6.03E-28,Other
T21C12.2,176473,hpd-1,chrIII,+,68.61,120.59,6.62E-28,Other
T19C9.8,180142,T19C9.8,chrV,+,76.52,130.57,7.59E-28,Other
Y71H2AM.13,175390,Y71H2AM.13,chrIII,-,108.01,169.21,9.43E-28,Other
C18A11.7,181062,dim-1,chrX,-,175.32,92.57,1.10E-27,Other
T23B7.1,173835,nspd-4,chrII,+,59.74,108.70,1.35E-27,Other
F53G2.7,173602,mnat-1,chrII,-,134.63,199.58,5.32E-27,Other
T09E8.3,179801,T09E8.3,chrV,+,69.05,119.75,7.69E-27,Other
T19C3.8,175217,fem-2,chrIII,-,173.05,92.14,1.27E-26,Other
ZC376.2,179917,carboxylesterase,chrV,-,129.00,192.14,1.69E-26,Other
F28B4.3,180612,F28B4.3,chrX,-,283.55,366.24,1.90E-26,Other
W01A8.1,172437,mdt-28,chrI,+,327.27,206.79,1.98E-26,Other
C35E7.5,172989,C35E7.5,chrI,+,244.91,323.35,2.95E-26,Other
C10E2.6,181724,C10E2.6,chrX,-,84.63,138.43,2.96E-26,Other
Y38C1BA.3,176988,col-109,chrIV,-,440.37,295.33,3.20E-26,Other
T20G5.2,176437,cts-1,chrIII,-,685.50,492.36,3.26E-26,Other
F22B3.4,178067,F22B3.4,chrIV,+,908.12,676.01,4.00E-26,Other
Y56A3A.21,176626,trap-4,chrIII,+,48.70,92.36,6.06E-26,Other
F55F3.2,181493,Carboxylesterases,chrX,+,66.88,115.71,9.28E-26,Other
F43E2.7,174207,F43E2.7,chrII,-,48.05,91.08,1.34E-25,Other
Y2H9A.3,179825,col-162,chrV,+,145.89,74.52,1.75E-25,Other
F28D1.5,178187,thn-2,chrIV,+,1247.62,963.06,1.81E-25,Other
T13F2.6,177817,T13F2.6,chrIV,+,236.36,139.70,1.82E-25,Other
D1086.11,179903,D1086.11,chrV,+,255.63,154.14,1.86E-25,Other
T24B8.5,188838,T24B8.5,chrII,-,114.29,173.04,2.20E-25,Other
F38A3.2,174687,ram-2,chrII,-,161.80,85.77,2.32E-25,Other
T08A9.9,180994,spp-5,chrX,-,81.82,133.55,3.08E-25,Other
C50F2.6,171974,fkb-5,chrI,-,162.12,86.20,3.47E-25,Other
C07G2.2,175587,atf-7,chrIII,-,93.40,147.56,4.03E-25,Other
C06G3.7,177466,trxr-1,chrIV,+,202.92,274.10,4.88E-25,Other
K07H8.1,177624,K07H8.1,chrIV,+,87.66,140.34,5.72E-25,Other
C15F1.6,174140,art-1,chrII,-,133.98,195.33,6.35E-25,Other
Y79H2A.6,3565442,arx-3,chrIII,-,54.00,98.09,6.81E-25,Other
Y62H9A.6,181365,Y62H9A.6,chrX,+,279.87,173.67,1.07E-24,Other
K02D10.5,176233,K02D10.5,chrIII,+,657.90,474.31,1.47E-24,Other
T14F9.3,180533,hex-1,chrX,+,191.88,108.28,1.52E-24,Other
T07A9.12,176867,T07A9.12,chrIV,+,44.26,84.71,1.63E-24,Other
C18F10.7,175889,C18F10.7,chrIII,-,185.28,103.61,1.76E-24,Other
T07C4.5,176448,ttr-15,chrIII,+,283.87,177.07,2.00E-24,Other
C54G4.7,3565589,C54G4.7,chrI,+,226.52,298.94,2.67E-24,Other
C10C6.6,178070,C10C6.6,chrIV,-,43.83,83.86,3.04E-24,Other
D1007.12,172062,rpl-24.1,chrI,+,17318.07,15308.49,3.37E-24,Other
ZK652.4,176097,rpl-35,chrIII,+,2899.78,2395.12,3.85E-24,Other
C45G7.3,177033,ilys-3,chrIV,+,43.83,83.65,4.40E-24,Other
W02F12.4,179062,W02F12.4,chrV,-,69.16,116.14,5.70E-24,Other
B0035.6,178047,B0035.6,chrIV,+,143.94,74.95,6.47E-24,Other
F32D1.2,178830,F32D1.2,chrV,-,284.85,178.98,8.20E-24,Other
R148.6,175426,heh-1,chrIII,-,137.77,70.91,1.16E-23,Other
C04A11.4,181489,adm-2,chrX,+,420.02,505.10,2.02E-23,Other
C18E3.7,172013,ppw-1,chrI,+,74.57,121.87,3.09E-23,Other
Y39A1A.24,3564902,Y39A1A.24,chrIII,+,142.32,74.52,3.21E-23,Other
R08E3.1,180758,R08E3.1,chrX,+,444.37,529.72,4.38E-23,Other
Y22D7AL.15,189508,Y22D7AL.15,chrIII,-,119.26,174.95,6.07E-23,Other
T01G9.5,172612,mei-1,chrI,+,125.11,63.06,7.46E-23,Other
ZK863.2,179668,col-37,chrV,-,522.84,611.04,7.62E-23,Other
Y39E4A.3,176716,Transketolase,chrIII,-,145.89,77.71,1.04E-22,Other
Y15E3A.5,181624,Y15E3A.5,chrX,+,66.88,111.68,1.09E-22,Other
R05D11.3,172648,ran-4,chrI,+,563.31,402.34,1.19E-22,Other
F52B5.6,172617,rpl-25.2,chrI,-,406.39,276.22,1.32E-22,Other
ZK1037.6,180034,ZK1037.6,chrV,-,51.30,91.51,1.98E-22,Other
C08F11.12,178333,C08F11.12,chrIV,-,201.08,118.05,2.01E-22,Other
E04A4.7,177243,cyc-2.1,chrIV,-,95.89,146.28,3.22E-22,Other
ZK112.2,176084,ncl-1,chrIII,+,315.48,205.73,4.13E-22,Other
ZK353.8,176187,ubxn-4,chrIII,-,302.81,195.97,4.91E-22,Other
F20D1.3,181593,F20D1.3,chrX,+,1031.82,794.06,6.04E-22,Other
F22D6.5,172443,prpf-4,chrI,-,100.76,151.38,8.74E-22,Other
F28A12.4,179247,peptidase,chrV,-,251.52,319.96,1.64E-21,Other
C38C10.2,176317,C38C10.2,chrIII,-,260.71,164.54,1.72E-21,Other
C08F8.1,178021,pfd-1,chrIV,+,986.69,1078.77,2.12E-21,Other
F38A1.5,185435,clec-166,chrIV,-,74.13,118.68,2.52E-21,Other
B0035.13,178041,lipase,chrIV,-,70.13,113.80,2.75E-21,Other
D2013.7,174478,eif-3.F,chrII,+,118.29,60.08,2.77E-21,Other
ZK546.2,173855,ZK546.2,chrII,+,66.56,109.13,3.62E-21,Other
W02F12.3,179061,W02F12.3,chrV,+,133.23,70.70,4.36E-21,Other
T01H3.3,174270,T01H3.3,chrII,-,88.20,135.24,4.65E-21,Other
H13N06.5,181640,hke-4.2,chrX,-,33.01,65.61,6.89E-21,Other
T07A9.9,176863,T07A9.9,chrIV,+,261.47,166.45,9.31E-21,Other
C14B9.2,176147,erp72,chrIII,+,182.14,242.25,9.32E-21,Other
D2096.8,177636,D2096.8,chrIV,-,2005.30,2084.29,1.04E-20,Other
Y60A3A.19,180305,Y60A3A.19,chrV,+,48.48,85.77,1.37E-20,Other
Y6B3B.4,189368,Y6B3B.4,chrI,+,558.87,404.88,2.20E-20,Other
F56D12.6,173511,F56D12.6,chrII,+,478.79,339.70,2.24E-20,Other
D1081.7,172638,D1081.7,chrI,+,158.23,89.60,2.89E-20,Other
C01A2.4,182050,C01A2.4,chrI,+,583.23,664.76,3.03E-20,Other
C12D8.10,179424,akt-1,chrV,+,680.19,505.52,3.29E-20,Other
K10C8.3,179737,K10C8.3,chrV,+,326.30,218.05,3.43E-20,Other
T24B8.1,174443,rpl-32,chrII,-,635.82,718.26,3.62E-20,Other
F20D1.1,181591,F20D1.1,chrX,-,141.34,77.92,6.69E-20,Other
F47B8.2,185895,F47B8.2,chrV,-,48.05,84.08,8.99E-20,Other
Y54E5A.5,173330,Y54E5A.5,chrI,-,56.49,94.69,9.68E-20,Other
K10D2.4,187262,K10D2.4,chrIII,+,168.72,225.05,1.16E-19,Other
C05D2.8,175777,C05D2.8,chrIII,-,89.72,134.82,1.25E-19,Other
K07A1.2,172794,dut-1,chrI,+,157.03,89.81,1.50E-19,Other
F46C5.9,174409,G-protein,chrII,-,180.74,107.22,1.58E-19,Other
C04F6.1,180630,vit-5,chrX,+,3114.50,3155.63,1.69E-19,Other
C09F5.1,175222,C09F5.1,chrIII,+,235.71,148.83,1.69E-19,Other
C04F5.1,178900,sid-1,chrV,+,100.76,147.35,2.27E-19,Other
C13A2.12,3896839,C13A2.12,chrV,+,51.41,87.69,3.34E-19,Other
T26A5.8,175921,T26A5.8,chrIII,-,133.55,73.25,3.85E-19,Other
F32D8.9,185207,spp-16,chrV,-,29.87,59.45,4.14E-19,Other
F08B12.4,181333,F08B12.4,chrX,-,1631.82,1707.86,4.39E-19,Other
F34D10.3,175483,F34D10.3,chrIII,+,54.55,91.30,5.38E-19,Other
F53B3.5,180578,F53B3.5,chrX,-,228.57,144.37,6.31E-19,Other
B0464.4,176332,bre-3,chrIII,-,194.91,118.90,7.24E-19,Other
Y44E3B.1,171900,zip-4,chrI,-,379.87,263.69,8.01E-19,Other
F45F2.11,185810,F45F2.11,chrV,-,222.73,140.34,1.15E-18,Other
T25E12.5,180119,glycogenin,chrV,-,517.42,376.01,1.34E-18,Other
Y106G6H.3,172921,rpl-30,chrI,+,1085.71,1164.97,1.35E-18,Other
C04A2.7,174122,dnj-5,chrII,-,130.95,72.19,1.67E-18,Other
M04F3.3,172091,M04F3.3,chrI,-,41.67,74.31,1.69E-18,Other
W02D3.1,172393,W02D3.1,chrI,+,97.62,142.25,1.79E-18,Other
Y43F8C.20,259344,grsp-1,chrV,+,630.63,470.28,2.47E-18,Other
K09A9.1,181650,nipi-3,chrX,+,158.87,211.25,2.64E-18,Other
C56C10.8,174090,icd-1,chrII,-,156.60,91.30,2.95E-18,Other
C46C2.1,177743,wnk-1,chrIV,+,36.58,67.52,2.97E-18,Other
ZK858.6,172739,ZK858.6,chrI,-,203.03,259.45,3.83E-18,Other
W06D4.5,189240,snx-3,chrI,-,73.27,112.95,3.99E-18,Other
B0412.4,175235,rps-29,chrIII,+,1537.88,1244.37,4.28E-18,Other
K03B4.7,178860,cpg-8,chrV,-,162.12,214.23,5.23E-18,Other
F22F4.4,180867,F22F4.4,chrX,-,57.03,92.99,5.28E-18,Other
K02G10.4,180741,flp-11,chrX,-,174.35,104.88,5.34E-18,Other
F54F3.1,179770,nid-1,chrV,+,88.53,130.57,6.86E-18,Other
F08B4.2,177671,cdh-5,chrIV,+,47.29,80.68,9.32E-18,Other
K10D3.4,172452,K10D3.4,chrI,-,114.18,61.15,9.33E-18,Other
F31C3.1,173374,cyn-5,chrI,-,73.27,112.10,1.39E-17,Other
K04F10.4,172333,bli-4,chrI,+,144.26,83.23,1.58E-17,Other
Y47G6A.18,171919,Y47G6A.18,chrI,-,105.52,149.47,2.23E-17,Other
T23G11.5,172530,rlbp-1,chrI,+,118.83,64.97,2.32E-17,Other
R02F11.4,178871,R02F11.4,chrV,-,124.13,68.79,2.33E-17,Other
Y39A1A.3,176479,Y39A1A.3,chrIII,-,68.94,106.58,2.59E-17,Other
R05H5.4,174581,R05H5.4,chrII,-,174.03,105.73,2.77E-17,Other
C27A2.2,173873,rpl-22,chrII,+,1149.57,913.80,2.99E-17,Other
F45H7.2,175436,gei-1,chrIII,+,42.53,73.89,3.76E-17,Other
T24D1.1,172851,sqv-5,chrI,+,122.51,67.94,3.85E-17,Other
T05D4.1,176788,T05D4.1,chrIII,-,100.11,52.02,4.05E-17,Other
C04C11.2,181514,C04C11.2,chrX,+,112.88,61.15,5.17E-17,Other
F01D4.4,177940,egl-21,chrIV,-,178.79,109.77,5.40E-17,Other
ZK154.1,181038,ZK154.1,chrX,+,164.61,99.15,5.91E-17,Other
T08G11.1,172705,T08G11.1,chrI,-,195.45,122.51,6.03E-17,Other
F38A5.7,177422,F38A5.7,chrIV,+,32.25,60.30,6.53E-17,Other
F49E8.3,177528,pam-1,chrIV,-,1382.25,1448.62,9.73E-17,Other
B0495.7,174245,B0495.7,chrII,-,31.17,58.60,9.92E-17,Other
F38H4.8,3564942,ech-2,chrIV,-,125.54,70.70,1.05E-16,Other
C14C6.5,178574,C14C6.5,chrV,+,416.23,480.47,1.12E-16,Other
Y74C10AL.2,171806,Y74C10AL.2,chrI,-,63.85,99.36,1.20E-16,Other
Y48D7A.2,180587,flp-18,chrX,-,170.45,104.03,1.24E-16,Other
C34B2.10,172967,C34B2.10,chrI,-,34.42,62.63,1.43E-16,Other
C27F2.9,175673,C27F2.9,chrIII,-,27.38,53.29,1.46E-16,Other
W01B6.7,177872,col-2,chrIV,-,398.81,284.71,1.59E-16,Other
R07B1.10,181198,lec-8,chrX,+,100.87,142.46,1.62E-16,Other
F23H11.5,175254,F23H11.5,chrIII,-,212.01,136.09,1.76E-16,Other
C05B5.2,176412,C05B5.2,chrIII,-,122.84,167.30,1.77E-16,Other
F52E1.14,4363098,F52E1.14,chrV,+,41.77,71.97,1.89E-16,Other
C06G3.5,177469,C06G3.5,chrIV,+,80.74,119.11,2.03E-16,Other
M01E11.1,187374,M01E11.1,chrI,+,70.56,107.01,2.27E-16,Other
F59E12.11,173955,F59E12.11,chrII,-,151.19,90.45,4.17E-16,Other
K10B2.3,174056,clec-88,chrII,+,183.66,233.55,4.55E-16,Other
R07E5.14,175572,rnp-4,chrIII,+,34.42,62.00,5.21E-16,Other
F09B9.1,181226,oac-14,chrX,-,37.88,66.45,5.24E-16,Other
C34B2.2,172970,kbp-5,chrI,+,140.91,83.01,5.46E-16,Other
Y57E12AL.6,179092,Y57E12AL.6,chrV,-,128.57,73.89,5.61E-16,Other
B0513.1,178354,lin-66,chrIV,+,46.00,76.65,6.02E-16,Other
ZC168.4,177965,cyb-1,chrIV,+,136.69,80.04,6.92E-16,Other
F44A6.1,181230,nucb-1,chrX,+,58.66,91.93,8.59E-16,Other
C15C6.2,173099,C15C6.2,chrI,+,98.05,52.23,9.90E-16,Other
C35D10.1,175651,C35D10.1,chrIII,+,40.69,69.64,1.03E-15,Other
F44D12.4,177865,F44D12.4,chrIV,-,196.21,125.27,1.05E-15,Other
F42A6.7,177101,hrp-1,chrIV,-,264.07,318.68,1.07E-15,Other
M03A8.2,180949,atg-2,chrX,+,55.84,88.32,1.08E-15,Other
F59B2.2,176271,F59B2.2,chrIII,-,28.14,53.29,1.21E-15,Other
C24F3.1,177902,tram-1,chrIV,-,232.14,284.29,1.64E-15,Other
H28O16.1,173134,H28O16.1,chrI,+,150.11,195.54,1.72E-15,Other
C50F4.13,179339,his-35,chrV,-,187.12,235.88,1.73E-15,Other
W01D2.5,175140,W01D2.5,chrII,+,35.61,62.85,1.75E-15,Other
D1014.4,183896,D1014.4,chrV,+,117.64,159.45,1.90E-15,Other
C36E6.3,181776,mlc-1,chrX,+,122.94,70.70,2.49E-15,Other
T21B6.3,181284,T21B6.3,chrX,-,209.96,136.73,2.74E-15,Other
ZK1290.8,174224,wrt-10,chrII,-,165.91,102.97,3.52E-15,Other
ZK1320.3,174521,ZK1320.3,chrII,-,23.70,46.92,3.59E-15,Other
Y65B4BL.2,171642,deps-1,chrI,+,274.78,188.11,3.59E-15,Other
C09G4.2,177659,C09G4.2,chrIV,+,26.84,50.96,4.23E-15,Other
T21B10.5,174425,set-17,chrII,-,123.81,71.97,6.68E-15,Other
M70.4,177015,M70.4,chrIV,-,60.61,92.78,7.29E-15,Other
T19A6.2,172624,ngp-1,chrI,+,52.92,83.44,8.11E-15,Other
R12E2.2,172011,R12E2.2,chrI,+,42.42,70.49,9.76E-15,Other
R09A1.1,178602,ergo-1,chrV,+,198.05,128.87,1.36E-14,Other
F52B5.1,172613,abts-1,chrI,-,27.16,50.74,1.57E-14,Other
F55H12.4,186344,F55H12.4,chrI,-,24.13,46.71,1.63E-14,Other
T09E8.1,3565610,T09E8.1,chrV,+,234.09,157.32,1.72E-14,Other
R53.5,174555,R53.5,chrII,-,32.79,57.96,1.89E-14,Other
F35H8.6,174507,ugt-58,chrII,-,22.29,44.16,2.32E-14,Other
ZK809.8,178093,ZK809.8,chrIV,-,92.10,49.68,2.59E-14,Other
C37C3.6,179162,ppn-1,chrV,+,24.35,46.71,2.87E-14,Other
T23G5.1,176301,rnr-1,chrIII,-,115.04,66.45,3.06E-14,Other
Y50D7A.3,190101,Y50D7A.3,chrIII,+,23.70,45.86,3.11E-14,Other
T09A5.6,188311,mdt-10,chrII,-,30.95,55.41,3.24E-14,Other
K08C9.4,187138,col-65,chrI,-,23.38,45.44,3.26E-14,Other
F10E9.6,176168,mig-10,chrIII,+,54.87,84.93,3.31E-14,Other
F13H10.6,260099,F13H10.6,chrIV,+,22.84,44.59,3.94E-14,Other
C01G6.6,174471,tag-165,chrII,+,194.16,126.75,4.19E-14,Other
F29G9.4,178987,fos-1,chrV,+,39.39,65.82,5.12E-14,Other
F56D1.2,173932,F56D1.2,chrII,+,87.12,122.29,5.24E-14,Other
C15A11.1,172492,col-35,chrI,-,80.41,41.83,5.44E-14,Other
C05D11.11,175915,mel-32,chrIII,-,228.14,153.72,6.14E-14,Other
M7.5,178005,atg-7,chrIV,-,27.60,50.74,6.18E-14,Other
C36A4.9,175500,C36A4.9,chrIII,+,212.66,141.61,6.74E-14,Other
Y116A8C.16,3565076,rom-4,chrIV,+,29.55,53.08,7.69E-14,Other
Y39B6A.37,180242,Y39B6A.37,chrV,+,137.99,84.08,8.14E-14,Other
F27D9.1,181030,unc-18,chrX,+,73.48,37.37,9.83E-14,Other
W08D2.4,177820,fat-3,chrIV,+,40.15,66.24,1.08E-13,Other
C39E9.13,178259,rfc-3,chrIV,+,90.04,49.04,1.10E-13,Other
C08H9.2,174543,C08H9.2,chrII,-,271.75,189.38,1.40E-13,Other
Y54E5A.8,173333,Y54E5A.8,chrI,+,33.01,57.11,1.44E-13,Other
F14D2.15,3565957,F14D2.15,chrII,-,72.40,36.73,1.44E-13,Other
Y43F8C.7,180286,Y43F8C.7,chrV,-,27.49,50.11,1.52E-13,Other
K07C5.6,179443,K07C5.6,chrV,-,149.35,93.21,1.56E-13,Other
C18B12.4,181600,C18B12.4,chrX,-,30.95,54.56,1.58E-13,Other
ZK1127.6,174149,ZK1127.6,chrII,+,34.20,58.60,1.68E-13,Other
D2005.3,183935,D2005.3,chrI,-,84.09,117.83,1.74E-13,Other
F46F11.5,172216,vha-10,chrI,-,89.29,123.78,1.76E-13,Other
Y71H2AM.9,190608,Y71H2AM.9,chrIII,-,21.43,42.04,1.79E-13,Other
VC5.3,179095,npa-1,chrV,+,125.32,163.91,1.83E-13,Other
R11A8.5,177925,R11A8.5,chrIV,-,124.89,74.95,2.15E-13,Other
W07B8.5,178612,cpr-5,chrV,-,1019.05,1071.34,2.59E-13,Other
C01F6.6,177736,tag-60,chrIV,+,522.08,576.01,2.84E-13,Other
T19B10.2,179551,T19B10.2,chrV,+,20.56,40.55,3.19E-13,Other
T18H9.6,179303,mdt-27,chrV,-,125.87,163.91,3.41E-13,Other
B0035.3,178044,B0035.3,chrIV,-,95.89,53.93,3.71E-13,Other
T01G9.6,172610,kin-10,chrI,-,334.74,241.61,3.93E-13,Other
W09H1.5,174963,W09H1.5,chrII,-,74.13,38.43,4.16E-13,Other
F11E6.5,178532,elo-2,chrIV,-,156.82,197.45,4.38E-13,Other
C27H6.8,179392,C27H6.8,chrV,-,323.59,232.70,4.66E-13,Other
K07A12.1,172669,K07A12.1,chrI,+,163.96,105.31,4.72E-13,Other
C13F10.5,179110,C13F10.5,chrV,-,33.12,56.48,6.81E-13,Other
F25B5.4,175840,ubq-1,chrIII,+,3707.25,3196.60,6.85E-13,Other
F44E5.1,174807,F44E5.1,chrII,-,1686.15,1404.25,7.35E-13,Other
W05B10.1,179734,his-74,chrV,-,150.32,95.12,7.55E-13,Other
F18C12.2,172594,rme-8,chrI,+,27.71,49.47,9.07E-13,Other
F54E7.1,175787,pst-2,chrIII,+,26.95,48.41,9.72E-13,Other
T07A5.2,176443,unc-50,chrIII,-,21.43,41.19,1.07E-12,Other
Y39E4B.7,176731,Y39E4B.7,chrIII,+,32.47,55.41,1.10E-12,Other
ZK1248.2,173989,col-74,chrII,+,25.11,45.86,1.20E-12,Other
F46E10.10,179041,F46E10.10,chrV,-,510.28,388.96,1.20E-12,Other
F49E2.5,181175,F49E2.5,chrX,+,18.83,37.37,1.54E-12,Other
F33D4.4,177548,F33D4.4,chrIV,-,95.13,128.45,1.67E-12,Other
F46A9.5,172775,skr-1,chrI,+,26.62,47.56,2.02E-12,Other
T22B11.5,177235,T22B11.5,chrIV,-,372.73,421.02,2.02E-12,Other
C25A1.12,172888,C25A1.12,chrI,-,90.15,50.74,2.03E-12,Other
Y37E3.4,171764,Y37E3.4,chrI,+,260.17,304.88,2.07E-12,Other
C02E7.7,178884,C02E7.7,chrV,-,86.58,118.68,2.08E-12,Other
E04D5.1,174606,E04D5.1,chrII,+,123.59,75.58,2.14E-12,Other
F16B4.4,178648,F16B4.4,chrV,+,71.54,37.58,2.65E-12,Other
ZK652.2,176101,tomm-7,chrIII,+,111.58,146.28,2.66E-12,Other
C54C8.12,3565544,C54C8.12,chrI,+,94.26,53.93,2.73E-12,Other
T26E3.7,188925,T26E3.7,chrI,-,39.50,63.48,2.81E-12,Other
T19B10.6,179554,T19B10.6,chrV,-,67.53,34.82,2.84E-12,Other
C36B1.11,172685,C36B1.11,chrI,-,88.96,50.11,2.97E-12,Other
F22D6.3,172442,nrs-1,chrI,-,123.27,75.58,3.04E-12,Other
M163.1,181546,M163.1,chrX,-,51.73,78.13,3.36E-12,Other
F11A3.2,179331,F11A3.2,chrV,+,193.94,234.82,3.44E-12,Other
ZK1058.6,191515,nit-1,chrIII,+,206.93,248.41,3.44E-12,Other
Y37D8A.4,176699,Y37D8A.4,chrIII,-,29.00,50.32,4.28E-12,Other
Y71F9AM.5,171866,nxt-1,chrI,+,185.71,124.20,4.64E-12,Other
C23G10.2,182812,C23G10.2,chrIII,+,83.55,114.44,5.61E-12,Other
Y116A8C.35,178489,uaf-2,chrIV,-,39.18,62.63,6.91E-12,Other
C06G3.8,177470,C06G3.8,chrIV,-,122.94,157.32,1.11E-11,Other
F35G2.1,178168,F35G2.1,chrIV,+,27.81,48.20,1.20E-11,Other
B0205.12,3565131,B0205.12,chrI,+,29.76,50.53,1.30E-11,Other
W01A11.3,179033,unc-83,chrV,+,159.63,196.60,1.50E-11,Other
C07B5.5,181174,nuc-1,chrX,+,76.08,105.10,1.58E-11,Other
D2013.9,174480,ttll-12,chrII,+,38.74,61.57,1.62E-11,Other
F57B9.1,175973,F57B9.1,chrIII,+,160.50,197.24,1.94E-11,Other
B0507.2,179255,B0507.2,chrV,+,133.12,84.50,1.98E-11,Other
F20D12.1,177591,csr-1,chrIV,+,80.41,45.01,2.29E-11,Other
F58H1.7,179636,F58H1.7,chrV,-,64.83,33.97,2.31E-11,Other
F55D10.2,180748,rpl-25.1,chrX,+,422.29,467.09,2.75E-11,Other
Y69A2AR.1,177051,Y69A2AR.1,chrIV,+,102.38,133.97,2.82E-11,Other
F13H10.8,4363079,F13H10.8,chrIV,+,117.97,150.96,2.83E-11,Other
T24H7.2,174033,T24H7.2,chrII,+,18.18,35.24,2.95E-11,Other
ZC434.2,172901,rps-7,chrI,+,602.16,647.35,3.04E-11,Other
W10D5.3,172733,gei-17,chrI,-,65.48,34.61,3.89E-11,Other
K11D9.2,176512,sca-1,chrIII,-,57.14,82.80,3.91E-11,Other
F17A9.4,178999,F17A9.4,chrV,-,33.66,54.78,4.00E-11,Other
Y18D10A.17,173158,car-1,chrI,+,169.70,113.59,4.08E-11,Other
F56E3.3,180608,klp-4,chrX,-,21.75,39.70,4.28E-11,Other
T04D3.5,173201,T04D3.5,chrI,-,89.94,52.44,4.59E-11,Other
C08B11.4,174287,nrf-6,chrII,-,19.05,36.09,4.62E-11,Other
F55F3.3,181494,F55F3.3,chrX,-,16.45,32.70,4.70E-11,Other
F57H12.1,177595,arf-3,chrIV,+,207.25,143.52,4.74E-11,Other
F53G12.7,171605,col-45,chrI,+,168.51,112.74,4.74E-11,Other
F44B9.6,176128,lin-36,chrIII,-,103.25,62.42,4.97E-11,Other
F54D5.7,174768,F54D5.7,chrII,+,113.31,70.06,4.98E-11,Other
Y56A3A.6,176618,Y56A3A.6,chrIII,-,26.30,45.44,5.02E-11,Other
C18G1.5,178866,hil-4,chrV,+,76.95,43.10,5.81E-11,Other
K10B3.7,180601,gpd-3,chrX,-,725.65,578.98,5.82E-11,Other
R144.1,175683,klp-6,chrIII,+,71.00,38.85,6.17E-11,Other
F54D8.2,175693,tag-174,chrIII,+,231.60,270.49,6.30E-11,Other
F25D7.1,172915,cup-2,chrI,-,102.81,133.55,7.26E-11,Other
Y24F12A.2,178084,Y24F12A.2,chrIV,-,177.38,120.17,7.26E-11,Other
MTCE.31,NA,NA,chrM,+,121.65,76.86,1.01E-10,Other
F33G12.6,173871,F33G12.6,chrII,+,33.98,54.56,1.09E-10,Other
B0361.8,176032,B0361.8,chrIII,-,57.68,82.59,1.12E-10,Other
C25G4.2,178194,C25G4.2,chrIV,-,57.90,82.80,1.20E-10,Other
F57F5.1,179645,F57F5.1,chrV,+,344.81,257.32,1.22E-10,Other
R102.2,177959,R102.2,chrIV,+,33.33,53.72,1.34E-10,Other
